id|BIK|namebanka|korschet
3998|"049205923"|"ﾒﾀﾒﾀﾐﾑﾊﾈﾉ ﾔﾈﾋﾈﾀﾋ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊﾀ, ﾃ. ﾊﾀﾇﾀﾍﾜ"|"30101810500000000923"
3999|"040507861"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810200000000861"
4000|"040507862"|"ﾄﾀﾋﾜﾊﾎﾌﾁﾀﾍﾊ"" ﾏﾐﾈﾌﾎﾐﾑﾊﾈﾉ, ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810500000000862"
4001|"042748878"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾋﾈﾍﾈﾍﾃﾐﾀﾄ"""|"30101810500000000878"
4002|"043469732"|"ﾁﾈﾍ-ﾊﾎﾑﾒﾐﾎﾌﾀ"" ﾀﾊﾁ ""ﾁﾈﾍ"" (ﾎﾀﾎ), ﾃ. ﾊﾎﾑﾒﾐﾎﾌﾀ"""|"30101810900000000732"
4003|"044583521"|"ﾑﾏﾀﾐﾒﾀﾊ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000521"
4004|"047308889"|"ﾓﾋﾜﾟﾍﾎﾂﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾀﾋﾜﾔﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾓﾋﾜﾟﾍﾎﾂﾑﾊ"""|"30101810700000000889"
4005|"040484768"|"ﾔﾈﾋﾈﾀﾋ ﾀﾊﾁ ﾅﾂﾐﾎﾔﾈﾍﾀﾍﾑ ﾌﾎﾑﾍﾀﾐﾁﾀﾍﾊ,ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ, ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"|"30101810100000000768"
4006|"041708774"|"ﾔﾈﾋﾈﾀﾋ ﾀﾊﾁ ﾅﾂﾐﾎﾔﾈﾍﾀﾍﾑ ﾌﾎﾑﾍﾀﾐﾁﾀﾍﾊ,ﾂﾋﾀﾄﾈﾌﾈﾐ, ﾃ. ﾂﾋﾀﾄﾈﾌﾈﾐ"|"30101810200000000774"
4007|"041908731"|"ﾁﾓﾌﾅﾐﾀﾍﾃ"", ﾑ. ﾊﾈﾗﾌﾅﾍﾃﾑﾊﾈﾉ ﾃﾎﾐﾎﾄﾎﾊ"""|"30101810900000000731"
4008|"044583546"|"ﾁﾄﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810600000000546"
4009|"048214937"|"ﾀﾊﾓﾘﾈﾍﾑﾊﾈﾉ ""ﾎﾎﾎ ""ﾝﾑﾈﾄﾁﾀﾍﾊ"", ﾑ. ﾀﾊﾓﾘﾀ"""|"30101810200000000937"
4010|"040483796"|"ﾀﾊﾁ ﾑﾀﾐﾎﾂﾁﾈﾇﾍﾅﾑﾁﾀﾍﾊ"", ﾃ. ﾆﾅﾋﾅﾇﾍﾎﾃﾎﾐﾑﾊ"""|"30101810900000000796"
4011|"041946749"|"ﾀﾑﾁ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾗﾅﾐﾅﾏﾎﾂﾖﾅ, ﾃ. ﾗﾅﾐﾅﾏﾎﾂﾅﾖ"""|"30101810800000000749"
4012|"040147701"|"ﾑﾈﾁﾑﾎﾖﾁﾀﾍﾊﾀ"" ﾎﾎﾎ ﾃ.ﾁﾈﾉﾑﾊ, ﾃ. ﾁﾈﾉﾑﾊ"""|"30101810900000000701"
4013|"042520896"|"ﾏﾐﾎﾌﾑﾂﾟﾇﾜﾁﾀﾍﾊ"", ﾃ. ﾈﾐﾊﾓﾒﾑﾊ"""|"30101810300000000896"
4014|"042913779"|"ﾀﾊﾀﾄﾅﾌﾕﾈﾌﾁﾀﾍﾊ"", ﾃ. ﾎﾁﾍﾈﾍﾑﾊ"""|"30101810500000000779"
4015|"044579777"|"ﾌﾎﾑﾊﾎﾂﾑﾊﾈﾉ"" ﾎﾎﾎ""ﾐﾅﾃﾈﾎﾍﾈﾍﾂﾅﾑﾒﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000777"
4016|"046577303"|"ﾎﾐﾑ"" (ﾎﾀﾎ), ﾃ. ﾅﾊﾀﾒﾅﾐﾈﾍﾁﾓﾐﾃ"""|"30103810400000000303"
4017|"042618799"|"ﾞﾆﾍﾛﾉ"" ﾀﾊﾈﾁ ""ﾎﾁﾐﾀﾇﾎﾂﾀﾍﾈﾅ"" (ﾇﾀﾎ), ﾑﾒ-ﾖﾀ ﾎﾐﾄﾆﾎﾍﾈﾊﾈﾄﾇﾅﾂﾑﾊﾀﾟ"""|"30101810200000000799"
4018|"044525563"|"ﾃﾎﾐﾎﾄﾑﾊﾎﾉ ﾊﾋﾈﾅﾍﾒﾑﾊﾈﾉ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000563"
4019|"044583571"|"ﾒﾐﾀﾑﾒﾎﾂﾛﾉ ﾐﾅﾑﾏﾓﾁﾋﾈﾊﾀﾍﾑﾊﾈﾉ ﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810400000000571"
4020|"046015219"|"ﾊﾈﾏ-ﾁﾀﾍﾊ""(ﾎﾎﾎ), ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"""|"30101810200000000219"
4021|"040407719"|"ﾐﾎﾑﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810200000000719"
4022|"044585455"|"ﾏﾐﾈﾐﾎﾄﾀ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810300000000455"
4023|"044552448"|"ﾀﾌﾓﾐﾏﾐﾎﾌﾑﾒﾐﾎﾉﾁﾀﾍﾊ"" ﾂ ﾃ.ﾌﾎﾑﾊﾂﾅ, ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810500000000448"
4024|"044583823"|"ﾈﾍﾊﾐﾅﾄﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810200000000823"
4025|"047501970"|"ﾓﾃﾋﾅﾌﾅﾒﾁﾀﾍﾊ"" ﾂ ﾃ.ﾗﾅﾋﾟﾁﾈﾍﾑﾊﾅ, ﾃ. ﾗﾅﾋﾟﾁﾈﾍﾑﾊ"""|"30101810500000000970"
4026|"042913715"|"ﾇﾅﾌﾁﾀﾍﾊ"", ﾃ. ﾎﾁﾍﾈﾍﾑﾊ"""|"30101810700000000715"
4027|"044030727"|"ﾐﾓﾑﾑﾊﾈﾉ ﾁﾀﾍﾊﾈﾐﾑﾊﾈﾉ ﾄﾎﾌ"" (ﾇﾀﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810300000000727"
4028|"044585458"|"ﾎﾁﾚﾅﾄﾈﾍﾅﾍﾍﾛﾉ ﾊﾐﾅﾄﾈﾒﾍﾛﾉ ﾀﾋﾜﾟﾍﾑ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810200000000458"
4029|"044585466"|"ﾐﾓﾑﾍﾀﾐﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810700000000466"
4030|"040724706"|"ﾑﾎﾋﾈﾄﾀﾐﾍﾎﾑﾒﾜ"", ﾃ. ﾅﾑﾑﾅﾍﾒﾓﾊﾈ"""|"30101810100000000706"
4031|"042913740"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾎﾁﾍﾈﾍﾑﾊ, ﾃ. ﾎﾁﾍﾈﾍﾑﾊ"""|"30101810500000000740"
4032|"044525184"|"ﾁﾌﾈ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810800000000184"
4033|"044579357"|"ﾒﾅﾋﾋﾓﾑ-ﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810300000000357"
4034|"044552520"|"ﾒﾀﾂﾐﾈﾗﾅﾑﾊﾈﾉ"" (ﾎﾀﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810800000000520"
4035|"044585478"|"ﾏﾐﾎﾌﾐﾅﾃﾈﾎﾍﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810400000000478"
4036|"046577961"|"ﾏﾅﾐﾂﾎﾅ ﾎﾂﾊ"", ﾃ. ﾅﾊﾀﾒﾅﾐﾈﾍﾁﾓﾐﾃ"""|"30101810200000000961"
4037|"044585483"|"ﾝﾊﾑﾈﾒﾎﾍ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810000000000483"
4038|"047308890"|"ﾓﾋﾜﾟﾍﾎﾂﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾏﾑﾁ"", ﾃ. ﾓﾋﾜﾟﾍﾎﾂﾑﾊ"""|"30101810100000000890"
4039|"042282883"|"ﾍﾈﾆﾅﾃﾎﾐﾎﾄﾑﾊﾈﾉ"" ﾎﾎﾎ ﾊﾁ ""ﾊﾐﾀﾑﾁﾀﾍﾊ"", ﾃ. ﾍﾈﾆﾍﾈﾉ ﾍﾎﾂﾃﾎﾐﾎﾄ"""|"30101810900000000883"
4040|"044525185"|"ﾁﾍﾏ ﾏﾀﾐﾈﾁﾀ"" ﾇﾀﾎ, ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000185"
4041|"044585468"|"ﾓﾁﾑ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810300000000468"
4042|"044705788"|"ﾌﾓﾐﾌﾀﾍﾑﾊﾈﾉ"" ﾒﾅﾕﾍﾎﾕﾈﾌﾁﾀﾍﾊﾀ, ﾃ. ﾊﾎﾋﾀ"""|"30101810800000000788"
4043|"046401744"|"ﾔﾁ ﾞﾆﾍﾎ-ﾑﾀﾕﾀﾋﾈﾍﾑﾊﾈﾉ ﾌﾈﾗﾈﾍﾎﾊﾓ ﾁﾀﾍﾊ ﾌﾎﾑﾊﾂﾀﾇﾀﾎ, ﾃ. ﾞﾆﾍﾎ-ﾑﾀﾕﾀﾋﾈﾍﾑﾊ"|"30101810600000000744"
4044|"046614760"|"ﾃﾀﾇﾝﾍﾅﾐﾃﾎﾏﾐﾎﾌﾁﾀﾍﾊ"" ﾂ ﾃ.ﾑﾌﾎﾋﾅﾍﾑﾊ, ﾃ. ﾑﾌﾎﾋﾅﾍﾑﾊ"""|"30101810600000000760"
4045|"044579418"|"ﾅﾂﾐﾎﾑﾎﾞﾇ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000418"
4046|"044585493"|"ﾊﾅﾄﾐ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000493"
4047|"044599101"|"ﾝﾏﾈﾍ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810800000000101"
4048|"044599102"|"ﾁﾀﾍﾊ ﾐﾑﾈ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000102"
4049|"046013221"|"ﾏﾅﾒﾐﾎﾂﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾏﾑﾁ"", ﾃ. ﾒﾀﾃﾀﾍﾐﾎﾃ"""|"30101810100000000221"
4050|"047173971"|"ﾔ-ﾋ ﾎﾀﾎ ﾕﾀﾍﾒﾛ-ﾌﾀﾍﾑﾈﾉﾑﾊﾈﾉ ﾁﾀﾍﾊ ﾍﾅﾔﾒﾅﾞﾃﾀﾍﾑﾊ, ﾃ. ﾍﾅﾔﾒﾅﾞﾃﾀﾍﾑﾊ"|"30101810700000000971"
4051|"043207786"|"ﾀﾋﾅﾌﾀﾐ"", ﾃ. ﾊﾅﾌﾅﾐﾎﾂﾎ"""|"30101810000000000786"
4052|"045005788"|"ﾐﾎﾑﾁﾀﾍﾊ"", ﾃ. ﾍﾎﾂﾎﾑﾈﾁﾈﾐﾑﾊ"""|"30101810800000000788"
4053|"045655720"|"ﾏﾎﾂﾎﾋﾆﾑﾊﾎﾅ ﾎﾂﾊ"", ﾃ. ﾏﾅﾍﾇﾀ"""|"30101810300000000720"
4054|"047621720"|"ﾍﾎﾌﾎﾑ-ﾁﾀﾍﾊﾀ"" (ﾇﾀﾎ), ﾃ. ﾊﾐﾀﾑﾍﾎﾊﾀﾌﾅﾍﾑﾊ"""|"30101810800000000720"
4055|"048142726"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"", ﾃ. ﾓﾋﾀﾍ-ﾓﾄﾝ"""|"30101810100000000726"
4056|"041708775"|"ﾂﾋﾀﾄﾈﾌﾈﾐﾑﾊﾈﾉ"" ﾔﾁ ""ﾄﾈﾀﾋﾎﾃ-ﾎﾏﾒﾈﾌ"" (000), ﾃ. ﾂﾋﾀﾄﾈﾌﾈﾐ"""|"30101810500000000775"
4057|"043002703"|"ﾐﾛﾁﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾏﾅﾒﾐﾎﾏﾀﾂﾋﾎﾂﾑﾊ-ﾊﾀﾌﾗﾀﾒﾑﾊﾈﾉ"""|"30101810800000000703"
4058|"044552746"|"ﾇﾀﾒﾎ-ﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾇﾍﾀﾌﾅﾍﾑﾊ"""|"30101810600000000746"
4059|"044583289"|"ﾂﾅﾁﾐﾐ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810200000000289"
4060|"044695350"|"ﾞﾃﾎ-ﾇﾀﾏﾀﾄﾍﾛﾉ""ﾀﾊﾁ""ﾌﾅﾆﾏﾐﾎﾌﾁﾀﾍﾊ""ﾒﾐﾎﾈﾖﾊﾅ, ﾃ. ﾒﾐﾎﾈﾖﾊ ﾌﾎﾑﾊ.ﾎﾁﾋ."""|"30101810200000000350"
4061|"047182972"|"ﾍﾃﾁ"" ﾂ ﾃ.ﾑﾀﾋﾅﾕﾀﾐﾄﾅ, ﾃ. ﾑﾀﾋﾅﾕﾀﾐﾄ"""|"30101810400000000972"
4062|"049133819"|"ﾌﾈﾍﾁ""ﾂ ﾃ.ﾗﾅﾐﾊﾅﾑﾑﾊﾅ, ﾃ. ﾗﾅﾐﾊﾅﾑﾑﾊ"""|"30101810400000000819"
4063|"044083002"|"ﾌﾐﾕ (ﾃ.ﾑ.-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ) ﾖﾕ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|
4064|"044516002"|"ﾌﾐﾕ (ﾃ.ﾌﾎﾑﾊﾂﾀ) ﾖﾕ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾌﾎﾑﾊﾂﾀ"|
4065|"046126793"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾐﾟﾇﾀﾍﾜ"""|"30101810900000000793"
4066|"048246940"|"ﾃﾐﾀﾍﾄ""ﾎﾎﾎ ﾊﾁ ""ﾄﾀﾃﾁﾈﾇﾍﾅﾑﾁﾀﾍﾊ"", ﾃ. ﾊﾈﾇﾋﾟﾐ"""|"30101810900000000940"
4067|"040702730"|"ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜﾑﾊﾈﾉ""ﾊﾁ""ﾑﾎﾖﾝﾊﾎﾍﾎﾌﾁﾀﾍﾊ""ﾎﾎﾎ, ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"""|"30101810200000000730"
4068|"042282884"|"ﾖﾅﾐﾈﾕ"", ﾃ. ﾍﾈﾆﾍﾈﾉ ﾍﾎﾂﾃﾎﾐﾎﾄ"""|"30101810200000000884"
4069|"044552726"|"ﾓﾍﾈﾂﾅﾐﾑﾀﾋﾒﾐﾀﾑﾒ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810400000000726"
4070|"044552918"|"ﾃﾀﾇﾝﾍﾅﾐﾃﾎﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810700000000918"
4071|"047897756"|"ﾐﾁﾀ"" (ﾎﾎﾎ), ﾃ. ﾐﾎﾑﾒﾎﾂ"""|"30101810400000000756"
4072|"048327702"|"ﾊﾀﾁﾁﾀﾋﾊﾖﾅﾍﾒﾐﾎﾊﾐﾅﾄﾈﾒ"",ﾃﾎﾐ.ﾍﾀﾋﾜﾗﾈﾊ, ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810600000000702"
4073|"041806865"|"ﾑﾎﾞﾇﾎﾁﾙﾅﾌﾀﾘﾁﾀﾍﾊ""ﾂ ﾃ.ﾂﾎﾋﾃﾎﾃﾐﾀﾄﾅ, ﾃ. ﾂﾎﾋﾃﾎﾃﾐﾀﾄ"""|"30101810500000000865"
4074|"048142727"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾓﾋﾀﾍ-ﾓﾄﾝ"""|"30101810400000000727"
4075|"043207745"|"ﾊﾅﾌﾅﾐﾎﾂﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾀﾋﾜﾔﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾊﾅﾌﾅﾐﾎﾂﾎ"""|"30101810300000000745"
4076|"044585494"|"ﾄﾎﾍﾀﾊﾒﾈﾂﾁﾀﾍﾊ"" ﾂ ﾃ.ﾌﾎﾑﾊﾂﾅ, ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810400000000494"
4077|"047003713"|"ﾒﾓﾋﾜﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾑﾎﾁﾈﾍﾁﾀﾍﾊ"", ﾃ. ﾒﾓﾋﾀ"""|"30101810800000000713"
4078|"048327703"|"ﾌﾈﾍﾁ"" ﾂ ﾃ.ﾍﾀﾋﾜﾗﾈﾊﾅ, ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810900000000703"
4079|"044585487"|"ﾍﾎﾂﾛﾉ ﾂﾅﾊ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810200000000487"
4080|"040724709"|"ﾐﾔﾎ ﾁﾀﾍﾊ"" ﾎﾎﾎ"", ﾃ. ﾅﾑﾑﾅﾍﾒﾓﾊﾈ"""|"30101810000000000709"
4081|"048209946"|"ﾏﾐﾅﾌﾜﾅﾐ""ﾊﾁ ""ﾂﾈﾒﾀﾑ""(ﾎﾎﾎ), ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"""|"30101810200000000946"
4082|"042809929"|"ﾐﾎﾑﾑﾈﾉﾑﾊﾈﾉ ﾊﾀﾏﾈﾒﾀﾋ"" ﾒﾂﾅﾐﾑﾊﾎﾉ, ﾃ. ﾒﾂﾅﾐﾜ"""|"30101810900000000929"
4083|"045279828"|"ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ"" (ﾇﾀﾎ) ﾂ ﾃ.ﾎﾌﾑﾊﾅ, ﾃ. ﾎﾌﾑﾊ"""|"30101810800000000828"
4084|"043678783"|"ﾐﾒﾑ-ﾁﾀﾍﾊ"" (ﾇﾀﾎ), ﾃ. ﾒﾎﾋﾜﾟﾒﾒﾈ"""|"30101810100000000783"
4085|"040507864"|"ﾊﾅﾄﾐ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810100000000864"
4086|"043601996"|"ﾑﾀﾌﾀﾐﾑﾊﾈﾉ ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾀﾂﾒﾎﾂﾀﾇﾁﾀﾍﾊ ﾂ ﾃ. ﾑﾀﾌﾀﾐﾅ, ﾃ. ﾑﾀﾌﾀﾐﾀ"|"30101810500000000996"
4087|"043601997"|"ﾑﾀﾌﾀﾐﾑﾊﾈﾉ"" ﾊﾁ ""ﾍﾅﾎﾏﾎﾋﾈﾑ-ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾌﾀﾐﾀ"""|"30101810800000000997"
4088|"044552967"|"ﾑﾎﾂﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000967"
4089|"045402785"|"ﾎﾃﾍﾈ ﾌﾎﾑﾊﾂﾛ"" ""ﾎﾐﾋﾎﾂﾑﾊﾈﾉ"", ﾃ. ﾎﾐﾅﾋ"""|"30101810200000000785"
4090|"049249709"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾗﾈﾑﾒﾎﾏﾎﾋﾜ"""|"30101810100000000709"
4091|"040813860"|"ﾂﾁﾐﾐ"" ﾂ ﾃ.ﾕﾀﾁﾀﾐﾎﾂﾑﾊﾅ, ﾃ. ﾕﾀﾁﾀﾐﾎﾂﾑﾊ"""|"30101810600000000860"
4092|"043207730"|"ﾔﾈﾋﾈﾀﾋ N4 ﾎﾀﾎ ﾁﾀﾍﾊﾀ ﾇﾅﾍﾈﾒ ﾂ ﾃ.ﾊﾅﾌﾅﾐﾎﾂﾎ, ﾃ. ﾊﾅﾌﾅﾐﾎﾂﾎ"|"30101810700000000730"
4093|"044579404"|"ﾌﾔ ﾎﾎﾎ ﾊﾑﾊﾁ, ﾃ. ﾌﾎﾑﾊﾂﾀ"|"30101810800000000404"
4094|"045297829"|"ﾎﾌﾑﾊﾈﾉ"" ﾔﾁ ""ﾄﾈﾀﾋﾎﾃ-ﾎﾏﾒﾈﾌ"" (ﾎﾎﾎ), ﾃ. ﾎﾌﾑﾊ"""|"30101810900000000829"
4095|"047310891"|"ﾂﾅﾍﾅﾖ"" ﾂ ﾃ.ﾈﾍﾇﾀ, ﾃ. ﾈﾍﾇﾀ"""|"30101810500000000891"
4096|"041909740"|"ﾂﾎﾋﾎﾃﾄﾀ-ﾊﾐﾅﾄﾈﾒ"", ﾃ. ﾂﾎﾋﾎﾃﾄﾀ"""|"30103810200000000740"
4097|"042748860"|"ﾊﾀﾋﾈﾍﾈﾍﾃﾐﾀﾄﾑﾊﾈﾉ""ﾎﾎﾎ ﾊﾁ""ﾊﾐﾀﾑﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾋﾈﾍﾈﾍﾃﾐﾀﾄ"""|"30101810000000000860"
4098|"043678998"|"ﾔﾈﾋﾈﾀﾋ ﾒﾎﾋﾜﾟﾒﾒﾈﾍﾑﾊﾈﾉ ﾊﾁ ﾑﾀﾌﾀﾐﾑﾊﾈﾉ ﾊﾐﾅﾄﾈﾒ, ﾃ. ﾒﾎﾋﾜﾟﾒﾒﾈ"|"30101810500000000998"
4099|"047308892"|"ﾏﾎﾂﾎﾋﾆﾑﾊﾎﾅ ﾎﾂﾊ""ﾎﾀﾎ, ﾃ. ﾓﾋﾜﾟﾍﾎﾂﾑﾊ"""|"30101810700000000892"
4100|"048240708"|"ﾖﾓﾍﾒﾈﾍﾑﾊﾈﾉ""ﾎﾎﾎ ﾈﾊﾁ""ﾄﾀﾃﾅﾑﾒﾀﾍﾍﾎﾂﾀﾖﾈﾟ"", ﾑ. ﾊﾈﾄﾅﾐﾎ"""|"30101810700000000708"
4101|"043735853"|"ﾊﾓﾐﾃﾀﾍﾑﾊﾈﾉ"" ﾇﾀﾎ ﾀﾊﾁ ""ﾀﾋﾅﾔ-ﾁﾀﾍﾊ"", ﾃ. ﾊﾓﾐﾃﾀﾍ"""|"30101810800000000853"
4102|"044552517"|"ﾄﾀﾋﾜﾐﾛﾁﾁﾀﾍﾊﾀ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810800000000517"
4103|"044585496"|"ﾇﾅﾌﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810000000000496"
4104|"045773808"|"ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ"" (ﾇﾀﾎ) ﾂ ﾃ.ﾏﾅﾐﾌﾈ, ﾃ. ﾏﾅﾐﾌﾜ"""|"30101810200000000808"
4105|"049805727"|"ﾄﾀﾋﾜﾊﾎﾌﾁﾀﾍﾊ"" ﾑﾀﾕﾀ, ﾃ. ﾟﾊﾓﾒﾑﾊ"""|"30101810900000000727"
4106|"044585495"|"ﾀﾋﾅﾌﾀﾐ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810700000000495"
4107|"040702704"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ, ﾃ. ﾑﾒﾀﾂﾐﾎﾏﾎﾋﾜ"""|"30101810100000000704"
4108|"042520711"|"ﾑﾒﾐﾎﾉﾊﾐﾅﾄﾈﾒ"" ﾂ ﾃ.ﾈﾐﾊﾓﾒﾑﾊﾅ, ﾃ. ﾈﾐﾊﾓﾒﾑﾊ"""|"30101810100000000711"
4109|"042913702"|"ﾁﾀﾋﾀﾁﾀﾍﾎﾂﾑﾊﾈﾉ"" ﾊﾁ ""ﾍﾐﾁ"" ﾎﾎﾎ, ﾃ. ﾁﾀﾋﾀﾁﾀﾍﾎﾂﾎ"""|"30101810700000000702"
4110|"044583475"|"ﾗﾀﾑﾒﾍﾛﾉ ﾐﾊﾖ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30103810300000000475"
4111|"048209644"|"ﾔ-ﾋ ﾀﾊ ﾑﾁ ﾐﾔ ﾎﾀﾎ ﾄﾀﾃﾅﾑﾒﾀﾍﾑﾊﾎﾅ ﾎﾒﾄ.N8590, ﾃ. ﾌﾀﾕﾀﾗﾊﾀﾋﾀ"|"30101810900000000644"
4112|"043469733"|"ﾑﾋﾀﾂﾟﾍﾑﾊﾈﾉ ﾁﾀﾍﾊ"" (ﾇﾀﾎ) ﾂ ﾊﾎﾑﾒﾐﾎﾌﾅ, ﾃ. ﾊﾎﾑﾒﾐﾎﾌﾀ"""|"30101810200000000733"
4113|"044653789"|"ﾁﾈﾍ-ﾎﾐﾅﾕﾎﾂﾎ-ﾇﾓﾅﾂﾎ"" ﾀﾊﾁ""ﾁﾈﾍ""(ﾎﾀﾎ), ﾃ. ﾎﾐﾅﾕﾎﾂﾎ-ﾇﾓﾅﾂﾎ"""|"30101810800000000789"
4114|"044030728"|"ﾈﾑﾒ ﾁﾐﾈﾄﾆ ﾁﾀﾍﾊ""(ﾇﾀﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810600000000728"
4115|"043601849"|"ﾑﾀﾌﾀﾐﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾏﾑﾁ"", ﾃ. ﾑﾀﾌﾀﾐﾀ"""|"30101810000000000849"
4116|"045773809"|"ﾒﾐﾀﾍﾑﾊﾐﾅﾄﾈﾒﾁﾀﾍﾊ"" ﾂ ﾃ.ﾏﾅﾐﾌﾈ, ﾃ. ﾏﾅﾐﾌﾜ"""|"30101810500000000809"
