"id"	"BIK"	"namebanka"	"korschet"	"UpDateFlag"
3═525	"047003746"	"пняяхияйхи йюохрюк"" рскэяйхи, ц. рскю"""	"30101810000000000746"	
3═526	"047308883"	"онбнкфяйхи"" гюн йа ""цсрю-аюмй"", ц. скэъмнбяй"""	"30101810900000000883"	
3═527	"040349994"	"бнгпнфдемхе""(нюн), ц. йпюямндюп"""	"30101810300000000994"	
3═528	"042007837"	"бнпнмефяйхи"" нюн аюмй""оюбекежйхи"", ц. бнпнмеф"""	"30101810700000000837"	
3═529	"046126717"	"псяякюбаюмй""(гюн) б ц.пъгюмх, ц. пъгюмэ"""	"30101810300000000717"	
3═530	"042908715"	"фекднпаюмй"", ц. йюксцю"""	"30101810900000000715"	
3═531	"044030866"	"хмцняярпюу-янчг"", ц. яюмйр-оерепаспц"""	"30101810300000000866"	
3═532	"044579495"	"ойд"", ц. лняйбю"""	"30103810600000000495"	
3═533	"045744860"	"ярпюрецхъ"", ц. оеплэ"""	"30101810400000000860"	
3═534	"046568945"	"т-к юа цюгопнлаюмй (гюн) б ейюрепхмаспце, ц. ейюрепхмаспц"	"30101810800000000945"	
3═535	"042007840"	"бнпнмефяйхи"" юа ""хац мхйник"" (нюн), ц. бнпнмеф"""	"30101810700000000840"	
3═536	"044030867"	"яебепн-гюоюдмши"" юа ""хац мхйник""(нюн), ц. яюмйр-оерепаспц"""	"30101810600000000867"	
3═537	"044030868"	"нпцпщя-аюмй"" (нюн), ц. яюмйр-оерепаспц"""	"30101810900000000868"	
3═538	"044661826"	"йнпнкебяйхи"" гюн ""йа ""цсрю-аюмй"", ц. йнпнкеб"""	"30101810700000000826"	
3═539	"044689813"	"яепцхебн-оняюдяйхи""гюн йа""цсрю-аюмй"", ц. яепцхеб-оняюд"""	"30101810500000000813"	
3═540	"040508855"	"опхлянжаюмй"" б ц.сяяспхияйе, ц. сяяспхияй"""	"30101810200000000855"	
3═541	"046311838"	"юкэтю-аюмй"", ц. яюпюрнб"""	"30101810900000000838"	
3═542	"041501758"	"цюгопнлаюмй""(гюн) б ц.апъмяйе, ц. апъмяй"""	"30101810900000000758"	
3═543	"047501958"	"йса"" нюн б ц.векъахмяйе, ц. векъахмяй"""	"30101810700000000958"	
3═544	"048205764"	"лхп"" юйа ""юдюл-хмрепмщьмк"", ц. асимюйяй"""	"30101810400000000764"	
3═545	"048405715"	"гемхр""(нюн)б ц-юкрюияйе, ц. цнпмн-юкрюияй"""	"30101810200000000715"	
3═546	"042007824"	"цюгщмепцнопнлаюмй"" б ц.бнпнмефе, ц. бнпнмеф"""	"30101810700000000824"	
3═547	"044030876"	"тхк.яоа нюн мюжхнмюкэмши аюмй пюгбхрхъ, ц. яюмйр-оерепаспц"	"30101810400000000876"	
3═548	"044206753"	"юкэтю-аюмй"", ц. кхоежй"""	"30101810900000000753"	
3═549	"045004774"	"мнбняхахпяйхи"" нюн ""юкэтю-аюмй"", ц. мнбняхахпяй"""	"30101810600000000774"	
3═550	"046521967"	"спюкбмеьрнпцаюмй"", ц. яепнб"""	"30101810100000000967"	
3═551	"047162949"	"уюмрш-люмяхияйхи"" нюн""янахмаюмй"", ц. уюмрш-люмяхияй"""	"30101810600000000949"	
3═552	"044552580"	"йслняр-хмйюяя"", ц. онднкэяй"""	"30101810400000000580"	
3═553	"046015203"	"пнярнбяйхи"" юа ""хац мхйник"" (нюн), ц. пнярнб-мю-днмс"""	"30101810300000000203"	
3═554	"040349570"	"йпюямндюпяйхи"" нюн ""юкэтю-аюмй"", ц. йпюямндюп"""	"30101810300000000570"	
3═555	"044525108"	"пняап"", ц. лняйбю"""	"30101810200000000108"	
3═556	"044583802"	"лаяо"", ц. лняйбю"""	"30101810700000000802"	
3═557	"044585153"	"назедхмеммши аюмй пюгбхрхъ"", ц. лняйбю"""	"30101810000000000153"	
3═558	"044959714"	"хмйюяаюмй"", ц. бекхйхи мнбцнпнд"""	"30101810000000000714"	
3═559	"046015202"	"лемюрео яоа""б ц.пнярнб-мю-днмс, ц. пнярнб-мю-днмс"""	"30101810000000000202"	
3═560	"047178950"	"ярпнийпедхр"" б йнцюкшле, ц. йнцюкшл"""	"30101810700000000950"	
3═561	"045744861"	"пняопнлаюмй"" (ннн), ц. оеплэ"""	"30101810700000000861"	
3═562	"046551958"	"ейюрепхмаспцяйхи тхкхюк юй опнлрнпцаюмй, ц. ейюрепхмаспц"	"30101810200000000958"	
3═563	"042748885"	"псяяйхи аюмйхпяйхи днл"" (гюн), ц. йюкхмхмцпюд"""	"30101810700000000885"	
3═564	"043735358"	"цнпндяйни пюявермши жемрп"", ц. йспцюм"""	"30103810400000000358"	
3═565	"044030878"	"ядл-аюмй""(нюн) б ц.яюмйр-оерепаспце, ц. яюмйр-оерепаспц"""	"30101810000000000878"	
3═566	"044696805"	"йкхмяйхи"" йа ""мпа"" ннн, ц. йкхм"""	"30101810600000000805"	
3═567	"046902781"	"пняопнлаюмй"" (ннн), ц. рнляй"""	"30101810000000000781"	
3═568	"048327728"	"пняр"", ц. мюкэвхй"""	"30101810600000000728"	
3═569	"049003765"	"уну"" юйа ""апп"" (нюн), ц. юпднм"""	"30101810900000000765"	
3═570	"043469728"	"пняр"", ц. йнярпнлю"""	"30101810600000000728"	
3═571	"041856860"	"мгаюмй"", ц. бнкфяйхи"""	"30101810500000000860"	
3═572	"042908766"	"жемрпюкэмне нбй"", ц. йюксцю"""	"30101810700000000766"	
3═573	"043601920"	"ярпнийпедхр"" б ц.яюлюпе, ц. яюлюпю"""	"30101810000000000920"	
3═574	"046311839"	"яюпюрнбяйхи"" юйа ""янтхъ"", ц. яюпюрнб"""	"30101810200000000839"	
3═575	"047106952"	"ярпнийпедхр"" б ц.рчлемх, ц. рчлемэ"""	"30101810400000000952"	
3═576	"048233925"	"щцхдю"" ннн ""щяхдаюмй"", я. мнбнкюй"""	"30101810200000000925"	
3═577	"048606805"	"нмецн"", ц. янпрюбюкю"""	"30101810900000000805"	
3═578	"042007895"	"лхма"", ц. бнпнмеф"""	"30101810700000000895"	
3═579	"044959721"	"яебепцюгаюмй"", ц. бекхйхи мнбцнпнд"""	"30101810200000000721"	
3═580	"041708768"	"жемрпюкэмне нбй"", ц. бкюдхлхп"""	"30101810300000000768"	
3═581	"043469719"	"жемрпюкэмне нбй""(нюн), ц. йнярпнлю"""	"30101810800000000719"	
3═582	"044030881"	"тхкхюк йая (гюн) б ц.яюмйр-оерепаспце, ц. яюмйр-оерепаспц"	"30101810000000000881"	
3═583	"044206755"	"жемрпюкэмне нбй"", ц. кхоежй"""	"30101810500000000755"	
3═584	"046614765"	"жемрпюкэмне нбй"", ц. ялнкемяй"""	"30101810100000000765"	
3═585	"047888777"	"жемрпюкэмне нбй"", ц. ъпнякюбкэ"""	"30101810500000000777"	
3═586	"048580796"	"жемрпюкэмне нбй"", ц. щкхярю"""	"30101810200000000796"	
3═587	"040173726"	"ткнпю-лняйбю"", ц. аюпмюск"""	"30101810900000000726"	
3═588	"040507867"	"аюкрхияйхи аюмй пюгбхрхъ"", ц. бкюдхбнярнй"""	"30101810000000000867"	
3═589	"044525111"	"пняяекэунгаюмй"", ц. лняйбю"""	"30101810200000000111"	
3═590	"044585180"	"опнлйпедхраюмй"", ц. лняйбю"""	"30101810400000000180"	
3═591	"046126737"	"жемрпюкэмне нбй"", ц. пъгюмэ"""	"30101810500000000737"	
3═592	"049626002"	"ос аюмйю пняяхх N 52481, о. уюмйюкю"	""	
3═593	"049627002"	"ос аюмйю пняяхх N 13918, ц. цсдеплея"	""	
3═594	"040702740"	"жемрпюкэмне нбй"", ц. ярюбпнонкэ"""	"30101810300000000740"	
3═595	"042406778"	"жемрпюкэмне нбй"", ц. хбюмнбн"""	"30101810600000000778"	
3═596	"042748877"	"йюкхмхмцпюдяйхи"" нюн""юкэтю-аюмй"", ц. йюкхмхмцпюд"""	"30101810200000000877"	
3═597	"044671870"	"бмеьюцпнаюмй"", ц. йнкнлмю"""	"30101810700000000870"	
3═598	"046614766"	"лдл-аюмй"" б ц.ялнкемяй, ц. ялнкемяй"""	"30101810400000000766"	
3═599	"046015205"	"бнгпнфдемхе""(нюн), ц. пнярнб-мю-днмс"""	"30101810900000000205"	
3═600	"046015206"	"жемрпюкэмне нбй"", ц. пнярнб-мю-днмс"""	"30101810200000000206"	
3═601	"046015207"	"пнярнбяйхи"" нюн ""юкэтю-аюмй"", ц. пнярнб-мю-днмс"""	"30101810500000000207"	
3═602	"049401725"	"сдлспропнлярпниаюмй"", ц. хфебяй"""	"30101810700000000725"	
3═603	"045402790"	"лхма"" б ц.нпек, ц. нпек"""	"30101810800000000790"	
3═604	"041403799"	"аекцнпндяйхи"" нюн ""хлощйяаюмй"", ц. аекцнпнд"""	"30101810400000000799"	
3═605	"044579200"	"лерйнлаюмй"", ц. лняйбю"""	"30101810800000000200"	
3═606	"046126720"	"лемюрео яоа"" б ц.пъгюмэ, ц. пъгюмэ"""	"30101810300000000720"	
3═607	"040507856"	"лемюрео яоа"" ц.бкюдхбнярнй, ц. бкюдхбнярнй"""	"30101810600000000856"	
3═608	"041822861"	"мюпюраюмй"" б ц.йюлшьхме, ц. йюлшьхм"""	"30101810300000000861"	
3═609	"049849798"	"яюуюдюилнмдаюмй"" (ннн), ц. мепчмцпх"""	"30101810700000000798"	
3═610	"043207724"	"йелепнбяйхи тхкхюк юбрнаюмй-мхйник, ц. йелепнбн"	"30101810800000000724"	
3═611	"043209738"	"лдл-аюмй"" б ц.мнбнйсгмежй, ц. мнбнйсгмежй"""	"30101810900000000738"	
3═612	"044585185"	"лхю"" (нюн), ц. лняйбю"""	"30101810900000000185"	
3═613	"044661837"	"цюгопнлаюмй""(гюн)б ц.ыекйнбн л.н., ц. ыекйнбн"""	"30101810100000000837"	
3═614	"046015208"	"чц-хмбеяраюмй"", ц. пнярнб-мю-днмс"""	"30101810800000000208"	
3═615	"049514766"	"яхахпяйне нбй"" нюн, ц. юаюйюм"""	"30101810400000000766"	
3═616	"045744863"	"спюкяха"" б ц.оеплэ, ц. оеплэ"""	"30101810300000000863"	
3═617	"046015209"	"пдт юйа хмбеярхжхи х реумнкнцхи (гюн), ц. пнярнб-мю-днмс"	"30101810100000000209"	
3═618	"046902794"	"юкэтю-аюмй"", ц. рнляй"""	"30101810000000000794"	
3═619	"044653840"	"мнцхмяйхи"" гюн ""йа ""цсрю-аюмй"", ц. мнцхмяй"""	"30101810600000000840"	
3═620	"046577970"	"йса"" нюн б ц.ейюрепхмаспце, ц. ейюрепхмаспц"""	"30101810000000000970"	
3═621	"042406779"	"лемюрео яоа"" б ц.хбюмнбн, ц. хбюмнбн"""	"30101810900000000779"	
3═622	"045005775"	"яхахпяйне нбй"" нюн, ц. мнбняхахпяй"""	"30101810800000000775"	
3═623	"049134000"	"пйж йюпювюебяй, ц. йюпювюебяй"	""	
3═624	"044579300"	"ебпнярюмдюпр"" (гюн), ц. лняйбю"""	"30101810700000000300"	
3═625	"042007808"	"жемрпюкэмне нбй"" (нюн), ц. бнпнмеф"""	"30101810700000000808"	
3═626	"044030884"	"тхкхюк ясднярпнхрекэмнцн аюмйю (ннн) яоа, ц. яюмйр-оерепаспц"	"30101810900000000884"	
3═627	"044583138"	"пюявермши днл"", ц. лняйбю"""	"30101810500000000138"	
3═628	"044585220"	"ярнкхвмши"" юйа ""апп"" (нюн), ц. лняйбю"""	"30101810700000000220"	
3═629	"044699002"	"ос аюмйю пняяхх йнкнлемяйне, ц. йнкнлмю"	""	
3═630	"046015210"	"пнярнбяйхи"" та ""дхюкнц-норхл"" (ннн), ц. пнярнб-мю-днмс"""	"30101810500000000210"	
3═631	"046415736"	"ннн нуюаюмй"" б ц.нуе, ц. ную"""	"30101810000000000736"	
3═632	"047888731"	"тхкхюк юйа ебпнтхмюмя лнямюпаюмй, ъпнякюбкэ, ц. ъпнякюбкэ"	"30101810300000000731"	
3═633	"040349523"	"пняяхияйхи йюохрюк"" йпюямндюпяйхи, ц. йпюямндюп"""	"30101810700000000523"	
3═634	"042202841"	"йла-аюмйю""(гюн), ц. мхфмхи мнбцнпнд"""	"30101810500000000841"	
3═635	"047888732"	"ъпнякюбяйхи тхкхюк аюмйю лняйбш, ц. ъпнякюбкэ"	"30101810600000000732"	
3═636	"040349536"	"пняяекэунгаюмй"", ц. йпюямндюп"""	"30101810700000000536"	
3═637	"042748880"	"йюкхмхмцпюдяйхи тхкхюк аюмйю лняйбш"", ц. йюкхмхмцпюд"""	"30101810200000000880"	
3═638	"043207714"	"янйнкнбяйхи"", ц. йелепнбн"""	"30101810700000000714"	
3═639	"044030886"	"тхкхюк юйа ебпнтхмюмя лнямюпаюмй, я-оерепаспц, ц. яюмйр-оерепаспц"	"30101810500000000886"	
3═640	"044119790"	"кндеимнонкэяйхи"" реумнухлаюмйю, ц. кндеимне онке"""	"30101810400000000790"	
3═641	"044579500"	"оеплйпедхр"", ц. лняйбю"""	"30101810500000000500"	
3═642	"048209793"	"пняяекэунгаюмй"", ц. люуювйюкю"""	"30101810000000000793"	
3═643	"049205916"	"юйхаюмй"", ц. йюгюмэ"""	"30101810300000000916"	
3═644	"040407798"	"хлощйяаюмй"", ц. йпюямнъпяй"""	"30101810700000000798"	
3═645	"045402751"	"пняяекэунгаюмй"", ц. нпек"""	"30101810700000000751"	
3═646	"046850713"	"пняяекэунгаюмй"", ц. рюланб"""	"30101810600000000713"	
3═647	"048258895"	"рюпслнбяйхи"" нюн юйа ""щкэахм"", я. рюпслнбйю"""	"30101810100000000895"	
3═648	"040702701"	"пняяекэунгаюмй"", ц. ярюбпнонкэ"""	"30101810200000000701"	
3═649	"042202843"	"рпюмяйпедхраюмйю"" б ц.м.мнбцнпнде, ц. мхфмхи мнбцнпнд"""	"30101810100000000843"	
3═650	"044525112"	"пняяхъ"", ц. лняйбю"""	"30101810500000000112"	
3═651	"044959722"	"пняяекэунгаюмй"", ц. бекхйхи мнбцнпнд"""	"30101810500000000722"	
3═652	"045209822"	"пняяекэунгаюмй"", ц. нляй"""	"30101810900000000822"	
3═653	"045354816"	"пняяекэунгаюмй"", ц. нпемаспц"""	"30101810000000000816"	
3═654	"045655718"	"пняяекэунгаюмй"", ц. оемгю"""	"30101810600000000718"	
3═655	"046015211"	"пняяекэунгаюмй"", ц. пнярнб-мю-днмс"""	"30101810800000000211"	
3═656	"047003715"	"пняяекэунгаюмй"", ц. рскю"""	"30101810400000000715"	
3═657	"047195954"	"юкцнмаюмй"", о. ъласпц"""	"30101810800000000954"	
3═658	"048860721"	"пняяекэунгаюмй"", ц. иньйюп-нкю"""	"30101810400000000721"	
3═659	"049706752"	"пняяекэунгаюмй"", ц. веанйяюпш"""	"30101810600000000752"	
3═660	"044030710"	"яюмйр-оерепаспцяйхи тхкхюк йла-аюмйю(гюн), ц. яюмйр-оерепаспц"	"30101810100000000710"	
3═661	"044030887"	"яюмйр-оерепаспцяйхи"" юйа ""наох"", ц. яюмйр-оерепаспц"""	"30101810800000000887"	
3═662	"045297823"	"нляйхи тхкхюк йла-аюмйю (гюн), ц. нляй"	"30101810100000000823"	
3═663	"047908745"	"пняяекэунгаюмй"", ц. люийно"""	"30101810200000000745"	
3═664	"049205918"	"йюгюмяйхи""нюн""хлощйяаюмй"", ц. йюгюмэ"""	"30101810900000000918"	
3═665	"041203784"	"жемрпюкэмне нбй"", ц. юярпюуюмэ"""	"30101810800000000784"	
3═666	"043601976"	"рпюмяйпедхраюмйю"" б ц.яюлюпе, ц. яюлюпю"""	"30101810300000000976"	
3═667	"043601978"	"пняяекэунгаюмй"", ц. яюлюпю"""	"30101810900000000978"	
3═668	"044552000"	"нрдекемхе 5 лняйнбяйнцн црс аюмйю пняяхх, ц. лняйбю"	""	
3═669	"046850771"	"жемрпюкэмне нбй""(нюн), ц. рюланб"""	"30101810600000000771"	
3═670	"047501960"	"векъахмяйхи"" нюн ""хлощйяаюмй"", ц. векъахмяй"""	"30101810400000000960"	
3═671	"049805805"	"лемюрео яоа""б ц.ъйсряй, ц. ъйсряй"""	"30101810000000000805"	
3═672	"040813770"	"уюаюпнбяйхи"" нюн ""юкэтю-аюмй"", ц. уюаюпнбяй"""	"30101810800000000770"	
3═673	"045017776"	"опнлябъгэаюмй"", ц. мнбняхахпяй"""	"30101810200000000776"	
